service_date,day_type,bus,rail_boardings,total_rides
08/04/2011,W,953514,745527,1699041
09/24/2003,W,973736,643836,1617572
08/27/2021,W,411406,302286,713692
10/09/2011,U,463310,519453,982763
02/09/2011,W,941631,676705,1618336
02/01/2015,U,293689,270615,564304
07/09/2021,W,389894,302893,692787
04/28/2010,W,981925,695381,1677306
03/30/2015,W,903992,736692,1640684
04/12/2013,W,994973,753498,1748471
10/09/2005,U,427142,372438,799580
03/05/2015,W,909192,744229,1653421
11/04/2010,W,1036639,731024,1767663
11/27/2011,U,397179,274323,671502
07/17/2004,A,622104,365413,987517
07/01/2001,U,435317,271052,706369
01/30/2017,W,806014,715290,1521304
07/06/2024,A,400805,322596,723401
03/28/2011,W,1005055,674351,1679406
05/10/2003,A,577508,301857,879365
09/02/2008,W,1131494,681719,1813213
11/29/2019,W,480801,373012,853813
12/29/2003,W,732494,461979,1194473
12/23/2002,W,827316,467245,1294561
06/13/2008,W,1084190,655268,1739458
11/13/2013,W,967800,783483,1751283
05/06/2002,W,994227,598141,1592368
06/05/2020,W,252137,90734,342871
04/15/2003,W,894368,606461,1500829
03/10/2024,U,280181,178611,458792
08/04/2015,W,839704,762573,1602277
05/17/2006,W,964565,640270,1604835
10/27/2006,W,1007282,663912,1671194
08/04/2022,W,449161,341966,791127
12/19/2024,W,552524,373795,926319
11/14/2012,W,1059509,775491,1835000
06/18/2011,A,668147,502500,1170647
11/13/2004,A,625173,331920,957093
01/11/2013,W,991875,708901,1700776
11/16/2004,W,1025607,623801,1649408
09/27/2011,W,1059305,751659,1810964
05/11/2010,W,948970,668287,1617257
02/07/2002,W,1011915,600731,1612646
07/20/2005,W,888241,597676,1485917
02/18/2016,W,890627,773317,1663944
07/19/2014,A,578126,559893,1138019
02/09/2009,W,1061620,634229,1695849
09/24/2001,W,940207,622061,1562268
07/17/2019,W,751727,751160,1502887
10/01/2008,W,1197836,724444,1922280
02/19/2007,W,736322,466950,1203272
12/25/2024,U,146592,86287,232879
05/21/2023,U,273007,193053,466060
04/10/2014,W,947682,806042,1753724
08/13/2015,W,817948,790163,1608111
06/03/2001,U,432408,204795,637203
12/08/2015,W,910018,775695,1685713
05/31/2001,W,965359,602748,1568107
08/18/2014,W,786527,708188,1494715
10/29/2001,W,1019942,623086,1643028
06/23/2024,U,333514,259057,592571
09/01/2013,U,493648,423770,917418
01/26/2008,A,572085,293979,866064
03/19/2020,W,305501,163013,468514
12/06/2016,W,859470,745095,1604565
02/02/2007,W,958446,584607,1543053
09/24/2015,W,942518,835403,1777921
08/22/2001,W,864392,599157,1463549
09/09/2020,W,318510,162823,481333
11/06/2015,W,925054,832872,1757926
06/01/2006,W,1028046,638192,1666238
12/04/2009,W,973336,652626,1625962
11/10/2021,W,474682,332506,807188
04/19/2019,W,643329,619953,1263282
02/13/2001,W,1050834,622753,1673587
04/11/2021,U,177686,105758,283444
11/22/2017,W,677643,620904,1298547
12/15/2009,W,988681,619534,1608215
03/22/2022,W,432916,290803,723719
07/05/2013,W,806355,592583,1398938
08/08/2003,W,903597,583831,1487428
01/11/2023,W,499126,343468,842594
08/16/2005,W,904327,589228,1493555
04/14/2024,U,327938,210780,538718
08/07/2018,W,710000,702495,1412495
11/29/2018,W,809744,764611,1574355
09/29/2021,W,471319,323001,794320
02/15/2016,W,605584,548390,1153974
02/06/2003,W,981973,596888,1578861
10/07/2005,W,1037669,663271,1700940
05/10/2014,A,608188,468058,1076246
09/17/2010,W,1070710,777601,1848311
05/17/2021,W,333150,190203,523353
04/07/2016,W,867670,786281,1653951
08/22/2006,W,896666,628952,1525618
04/24/2024,W,599179,416815,1015994
05/02/2017,W,846717,762139,1608856
02/09/2017,W,815353,726872,1542225
12/20/2005,W,894974,534766,1429740
08/16/2014,A,583313,501095,1084408
03/16/2009,W,1040208,648040,1688248
03/22/2007,W,1025487,620409,1645896
06/29/2008,U,505046,412562,917608
10/19/2006,W,1035827,689629,1725456
06/10/2019,W,787528,717811,1505339
05/15/2017,W,805190,709882,1515072
08/01/2023,W,528437,389535,917972
06/27/2022,W,416606,298347,714953
05/07/2020,W,247597,83941,331538
09/23/2014,W,960506,826655,1787161
07/13/2018,W,753196,784018,1537214
02/23/2019,A,406839,328179,735018
07/20/2013,A,646339,546852,1193191
08/23/2010,W,941694,650532,1592226
08/05/2022,W,445484,357462,802946
07/06/2012,W,852806,651815,1504621
05/11/2019,A,456362,407442,863804
01/19/2010,W,1083689,661331,1745020
03/16/2024,A,399006,499424,898430
11/25/2023,A,310164,213175,523339
10/18/2021,W,447658,303246,750904
11/11/2011,W,879535,681237,1560772
11/24/2016,U,266241,219875,486116
03/12/2018,W,798061,715220,1513281
09/20/2014,A,566053,511922,1077975
05/07/2010,W,959307,650935,1610242
07/13/2012,W,918812,781300,1700112
08/25/2010,W,973800,689560,1663360
03/04/2008,W,1053813,619343,1673156
09/02/2021,W,466988,316474,783462
10/23/2008,W,1144729,703527,1848256
12/16/2022,W,438828,317559,756387
08/19/2012,U,526215,381863,908078
07/14/2008,W,1058694,637119,1695813
06/11/2024,W,556731,415884,972615
07/25/2005,W,850441,580681,1431122
04/02/2010,W,881173,601009,1482182
02/06/2019,W,799164,727769,1526933
09/12/2004,U,448166,258509,706675
03/13/2024,W,597287,416180,1013467
11/10/2004,W,1042750,635694,1678444
04/17/2010,A,643599,438658,1082257
02/27/2020,W,778992,698886,1477878
07/17/2006,W,886469,626986,1513455
04/03/2020,W,240528,101015,341543
07/18/2023,W,512122,398713,910835
03/06/2014,W,962802,775465,1738267
01/29/2003,W,970605,594588,1565193
02/04/2005,W,1062971,595511,1658482
01/05/2014,U,268582,237067,505649
01/10/2002,W,974188,591742,1565930
06/03/2008,W,1073873,643040,1716913
10/05/2019,A,492689,388710,881399
01/03/2014,W,691262,598290,1289552
02/16/2002,A,617307,292835,910142
07/27/2012,W,947151,758858,1706009
11/16/2020,W,282290,140661,422951
10/05/2004,W,1061080,632144,1693224
03/03/2019,U,313539,252150,565689
08/12/2004,W,836018,586637,1422655
10/14/2018,U,362011,332403,694414
04/21/2009,W,1030738,659154,1689892
03/22/2008,A,589688,288852,878540
10/03/2007,W,1141300,678734,1820034
12/10/2002,W,1030456,601656,1632112
10/27/2024,U,312965,215594,528559
01/30/2019,W,124154,97917,222071
10/17/2012,W,1057430,792225,1849655
05/04/2005,W,1036608,612365,1648973
04/16/2008,W,1064026,661463,1725489
09/09/2004,W,1045824,628271,1674095
06/28/2001,W,942731,611002,1553733
10/03/2013,W,1073368,776149,1849517
03/30/2013,A,594213,395747,989960
09/09/2012,U,491612,370846,862458
05/31/2015,U,388866,351159,740025
10/24/2024,W,654696,465121,1119817
06/25/2014,W,874922,761775,1636697
03/04/2023,A,332481,209545,542026
08/05/2006,A,645372,472159,1117531
12/01/2021,W,464613,309075,773688
09/29/2008,W,1074139,671489,1745628
04/25/2023,W,516696,378228,894924
12/27/2001,W,690465,436814,1127279
07/15/2011,W,960761,767058,1727819
04/20/2019,A,462233,372841,835074
02/09/2019,A,423681,338847,762528
08/30/2020,U,172100,96089,268189
07/27/2013,A,614357,461775,1076132
09/02/2022,W,507102,361289,868391
09/09/2013,W,1052783,752305,1805088
11/02/2005,W,1077276,667966,1745242
06/27/2009,A,692627,469970,1162597
07/01/2023,A,335143,311337,646480
02/24/2002,U,421160,199343,620503
08/11/2020,W,309009,138581,447590
07/04/2005,U,422316,278678,700994
05/11/2016,W,873275,804156,1677431
04/30/2006,U,345287,224122,569409
02/09/2018,W,480347,490054,970401
11/24/2009,W,1054145,665966,1720111
12/01/2015,W,949925,794768,1744693
06/17/2005,W,998232,611676,1609908
03/19/2013,W,990010,723671,1713681
06/10/2005,W,997687,654887,1652574
07/11/2024,W,569850,418692,988542
02/21/2001,W,986212,600133,1586345
04/27/2015,W,925541,769888,1695429
08/21/2015,W,829744,785707,1615451
04/14/2019,U,240601,215007,455608
06/05/2010,A,596776,390596,987372
02/09/2013,A,611263,426081,1037344
12/28/2017,W,509850,456611,966461
03/31/2005,W,966045,589937,1555982
05/31/2003,A,575015,318134,893149
10/04/2023,W,610623,445787,1056410
02/27/2013,W,1004620,732706,1737326
08/02/2020,U,169536,89199,258735
08/16/2016,W,762943,764267,1527210
11/25/2011,W,652271,435428,1087699
08/25/2018,A,472537,437488,910025
12/13/2010,W,829736,598167,1427903
02/15/2017,W,841181,735910,1577091
06/28/2003,A,561500,350162,911662
01/29/2020,W,793740,711177,1504917
06/06/2007,W,1047624,641107,1688731
07/12/2006,W,926286,615196,1541482
12/25/2001,U,218872,93525,312397
05/24/2001,W,973423,615727,1589150
11/29/2020,U,145682,76276,221958
05/24/2018,W,813320,757935,1571255
11/26/2010,W,557867,369071,926938
10/24/2007,W,1080803,662981,1743784
11/06/2001,W,1044478,638448,1682926
08/12/2012,U,485254,389752,875006
01/25/2004,U,343967,176977,520944
07/11/2012,W,982452,751429,1733881
02/07/2012,W,1040979,721937,1762916
07/07/2005,W,929359,578396,1507755
11/12/2003,W,977852,627509,1605361
05/18/2018,W,784606,717590,1502196
05/05/2002,U,443915,207913,651828
03/12/2008,W,1068268,640051,1708319
11/22/2020,U,146562,74926,221488
07/06/2002,A,597877,324834,922711
12/13/2021,W,425654,272016,697670
04/28/2011,W,972352,710559,1682911
08/05/2019,W,727517,724021,1451538
12/27/2003,A,507042,232980,740022
03/30/2007,W,1037493,621496,1658989
06/02/2006,W,1031966,647618,1679584
03/11/2007,U,435861,237257,673118
02/12/2002,W,811567,541814,1353381
08/29/2024,W,644581,469123,1113704
08/23/2022,W,510024,370191,880215
02/16/2016,W,883108,764147,1647255
11/19/2011,A,657115,530802,1187917
12/15/2002,U,435253,216394,651647
03/20/2004,A,607378,311130,918508
04/13/2001,W,865706,527116,1392822
09/24/2010,W,966185,750033,1716218
08/31/2009,W,975508,658827,1634335
10/05/2003,U,428277,236860,665137
02/12/2004,W,796644,537211,1333855
09/18/2003,W,1023301,647465,1670766
10/16/2016,U,385574,403090,788664
10/24/2002,W,1014798,642039,1656837
02/25/2002,W,979843,581612,1561455
12/02/2017,A,511676,461699,973375
02/20/2001,W,1035400,610284,1645684
09/22/2019,U,338418,299658,638076
11/15/2018,W,768946,764868,1533814
11/09/2007,W,1038131,658500,1696631
04/24/2005,U,401026,221195,622221
08/28/2002,W,922170,590348,1512518
02/13/2007,W,805441,607127,1412568
01/17/2002,W,968715,598282,1566997
09/08/2016,W,882599,797585,1680184
05/07/2021,W,351011,212194,563205
11/04/2014,W,971255,805374,1776629
04/13/2024,A,412391,281343,693734
04/02/2004,W,1012716,589043,1601759
06/16/2013,U,479896,369569,849465
07/10/2022,U,228764,208566,437330
10/06/2008,W,1166019,698883,1864902
07/12/2018,W,755211,766466,1521677
07/29/2016,W,739138,868062,1607200
01/05/2013,A,549303,356383,905686
07/30/2001,W,908372,586076,1494448
02/03/2003,W,1039918,596186,1636104
01/31/2005,W,992251,583230,1575481
05/02/2022,W,456676,288292,744968
03/14/2020,A,347925,235841,583766
06/04/2005,A,621165,322782,943947
09/03/2006,U,488706,320575,809281
04/14/2005,W,1026667,616143,1642810
01/30/2009,W,1059741,627734,1687475
07/21/2019,U,360488,342739,703227
03/10/2005,W,941999,585359,1527358
06/21/2023,W,495689,401487,897176
08/02/2021,W,374987,259408,634395
02/08/2010,W,1006311,637392,1643703
01/25/2011,W,1006376,680037,1686413
06/14/2022,W,467146,345831,812977
07/20/2014,U,423665,431674,855339
08/23/2004,W,857805,566252,1424057
11/20/2023,W,472022,334103,806125
10/01/2018,W,878697,808415,1687112
05/08/2018,W,841014,781451,1622465
05/05/2003,W,1006467,608082,1614549
05/18/2008,U,518114,248679,766793
08/25/2003,W,850528,561134,1411662
05/27/2016,W,808244,757981,1566225
03/06/2019,W,790908,708876,1499784
06/26/2020,W,275240,130402,405642
01/12/2018,W,730031,643915,1373946
05/19/2011,W,1014161,705964,1720125
01/16/2014,W,927231,765910,1693141
11/06/2013,W,965938,792044,1757982
12/28/2012,W,753950,546312,1300262
01/17/2010,U,437665,251971,689636
04/11/2019,W,771911,746596,1518507
11/03/2023,W,563943,373412,937355
11/18/2006,A,620464,403175,1023639
01/01/2017,U,277926,292472,570398
09/07/2016,W,885587,785121,1670708
03/23/2005,W,837601,544825,1382426
11/19/2007,W,1045626,628079,1673705
12/14/2010,W,888812,623467,1512279
09/06/2011,W,1116811,746632,1863443
09/23/2017,A,499368,464903,964271
02/06/2016,A,522296,423602,945898
06/25/2007,W,922491,619299,1541790
11/28/2016,W,801243,720824,1522067
09/07/2006,W,1043601,726551,1770152
08/31/2017,W,791635,785637,1577272
06/22/2024,A,430009,334791,764800
06/24/2019,W,713826,694599,1408425
11/06/2004,A,647460,331394,978854
05/24/2005,W,1017021,636017,1653038
03/25/2010,W,949845,629016,1578861
04/12/2017,W,754940,757854,1512794
02/13/2013,W,1070447,754178,1824625
12/20/2003,A,564850,289142,853992
04/06/2022,W,470573,327753,798326
09/19/2015,A,558990,557919,1116909
06/17/2003,W,965718,601420,1567138
12/06/2006,W,1015490,629687,1645177
10/20/2005,W,1057585,676430,1734015
07/18/2010,U,453952,378151,832103
03/09/2006,W,979823,627081,1606904
10/22/2016,A,533242,566999,1100241
03/09/2018,W,806152,712092,1518244
12/16/2024,W,551435,342529,893964
02/11/2015,W,966071,770885,1736956
10/14/2013,W,836533,678287,1514820
09/28/2013,A,635517,506929,1142446
08/16/2024,W,526888,392699,919587
09/13/2020,U,183881,104162,288043
09/19/2008,W,1174967,743560,1918527
09/24/2004,W,1036019,622291,1658310
07/30/2007,W,917757,620439,1538196
10/28/2020,W,318538,165838,484376
02/08/2024,W,584729,391355,976084
05/24/2003,A,591523,301068,892591
04/24/2018,W,826998,743776,1570774
06/25/2023,U,258229,295714,553943
04/08/2022,W,398017,301320,699337
08/13/2020,W,313917,150941,464858
08/17/2005,W,909306,590352,1499658
02/07/2009,A,722336,387825,1110161
06/29/2016,W,774728,754918,1529646
01/20/2003,W,604089,375958,980047
01/02/2001,W,780827,501952,1282779
06/24/2018,U,382787,515034,897821
02/25/2017,A,449817,374595,824412
10/26/2005,W,1041390,662049,1703439
06/29/2004,W,911992,643017,1555009
08/05/2003,W,918113,600556,1518669
01/26/2012,W,1052929,739012,1791941
11/02/2013,A,593170,483120,1076290
08/08/2001,W,854367,596163,1450530
09/30/2010,W,1040445,748851,1789296
02/05/2018,W,734272,675368,1409640
03/09/2013,A,619396,404506,1023902
05/21/2012,W,884516,568256,1452772
03/23/2018,W,789868,699928,1489796
08/17/2010,W,909673,659235,1568908
08/15/2021,U,221156,205673,426829
03/08/2007,W,1019684,625383,1645067
03/28/2004,U,377339,215088,592427
03/23/2013,A,609394,425222,1034616
10/30/2006,W,1033777,660257,1694034
12/06/2024,W,559457,371522,930979
04/22/2013,W,1001200,731504,1732704
01/22/2009,W,1082611,657786,1740397
03/22/2006,W,982523,605646,1588169
10/02/2015,W,981039,837159,1818198
07/17/2018,W,768143,739651,1507794
03/28/2017,W,846658,748201,1594859
10/05/2018,W,798129,781321,1579450
06/15/2024,A,421892,329557,751449
09/12/2001,W,931165,588507,1519672
06/03/2021,W,382161,231398,613559
05/30/2024,W,604848,424200,1029048
11/23/2005,W,946475,594581,1541056
05/04/2011,W,1068494,718706,1787200
08/03/2011,W,984399,715612,1700011
09/06/2006,W,1069326,706958,1776284
01/10/2018,W,783008,695123,1478131
03/03/2016,W,882188,764033,1646221
01/09/2006,W,917702,588402,1506104
10/05/2017,W,889166,816694,1705860
06/04/2018,W,820746,726476,1547222
02/22/2004,U,402374,187329,589703
09/03/2020,W,347516,172408,519924
01/31/2014,W,930172,754479,1684651
06/21/2012,W,931983,728067,1660050
10/05/2024,A,431370,318359,749729
12/16/2023,A,321951,230799,552750
04/23/2013,W,922329,715764,1638093
05/13/2010,W,955701,664390,1620091
04/18/2002,W,896865,594280,1491145
11/22/2015,U,356953,338408,695361
09/24/2022,A,320145,265000,585145
12/12/2012,W,999666,720758,1720424
03/01/2011,W,1064543,709683,1774226
03/22/2021,W,319333,164624,483957
10/22/2018,W,841090,769144,1610234
02/18/2024,U,280002,189881,469883
01/26/2022,W,313683,215518,529201
05/20/2021,W,350455,215181,565636
06/06/2017,W,845564,787009,1632573
02/03/2011,W,732420,580480,1312900
10/31/2019,W,698934,693962,1392896
09/05/2013,W,1059826,763277,1823103
11/07/2008,W,1040709,678770,1719479
01/21/2003,W,954156,590827,1544983
01/23/2014,W,825049,715759,1540808
02/18/2004,W,957521,593575,1551096
11/18/2015,W,893671,808901,1702572
03/13/2014,W,940113,785327,1725440
10/30/2015,W,949185,840246,1789431
09/29/2022,W,521049,399396,920445
11/12/2018,W,652992,652215,1305207
02/22/2003,A,529921,276538,806459
03/21/2005,W,849240,544264,1393504
11/13/2020,W,305354,159535,464889
06/25/2009,W,969861,659105,1628966
02/04/2011,W,933210,715546,1648756
02/19/2004,W,971162,601442,1572604
08/30/2011,W,991793,719656,1711449
11/25/2024,W,512387,344627,857014
06/12/2009,W,1067730,722970,1790700
08/01/2005,W,954299,574337,1528636
06/21/2008,A,741561,399150,1140711
03/12/2004,W,942238,580254,1522492
03/16/2011,W,1057440,725095,1782535
06/18/2003,W,897454,587986,1485440
08/01/2022,W,433904,304820,738724
05/24/2020,U,171095,53281,224376
10/27/2005,W,1039411,669962,1709373
12/01/2023,W,513523,339748,853271
08/14/2004,A,659976,359470,1019446
06/11/2017,U,406991,440096,847087
05/04/2009,W,1081915,667219,1749134
10/15/2005,A,670497,376816,1047313
12/05/2015,A,566882,501339,1068221
06/07/2015,U,388946,337748,726694
05/23/2002,W,969174,606199,1575373
09/14/2008,U,399483,231026,630509
06/26/2023,W,445453,323554,769007
12/20/2002,W,984913,565925,1550838
03/11/2022,W,422764,294476,717240
09/22/2007,A,678534,361587,1040121
06/22/2006,W,872019,633021,1505040
07/31/2010,A,657365,450680,1108045
06/05/2023,W,511045,350028,861073
10/23/2018,W,858222,793605,1651827
01/23/2016,A,487975,416999,904974
12/28/2007,W,747807,463830,1211637
02/10/2010,W,939412,645430,1584842
06/03/2009,W,1092082,659178,1751260
01/05/2017,W,611987,629939,1241926
03/17/2008,W,897500,584885,1482385
11/23/2012,W,589493,413384,1002877
12/18/2015,W,846033,738908,1584941
03/27/2013,W,880496,670282,1550778
10/12/2004,W,1049798,636093,1685891
10/11/2019,W,776609,762011,1538620
12/03/2008,W,1115007,658630,1773637
09/17/2014,W,975664,832609,1808273
07/23/2023,U,288305,247161,535466
09/02/2012,U,522696,425857,948553
01/31/2009,A,667780,340757,1008537
05/18/2024,A,430341,315833,746174
03/09/2011,W,1014632,697366,1711998
12/23/2024,W,425982,267754,693736
04/11/2007,W,921761,585857,1507618
09/18/2006,W,1037929,688531,1726460
07/20/2018,W,721413,762815,1484228
09/21/2021,W,452211,319330,771541
11/21/2001,W,988420,589664,1578084
02/27/2016,A,536678,455421,992099
06/18/2009,W,970757,684946,1655703
09/28/2008,U,508469,280560,789029
10/21/2008,W,1158146,701303,1859449
05/02/2012,W,1060720,754536,1815256
01/08/2001,W,985221,590706,1575927
03/14/2001,W,1025283,619417,1644700
09/20/2002,W,1019280,626196,1645476
10/01/2020,W,336911,173387,510298
01/10/2010,U,372942,216331,589273
12/17/2024,W,582711,391307,974018
04/29/2015,W,934550,793551,1728101
12/24/2019,W,462098,310604,772702
03/26/2002,W,938869,571086,1509955
12/04/2020,W,297160,144348,441508
02/10/2020,W,799851,694168,1494019
10/27/2013,U,413217,346467,759684
02/19/2009,W,1004978,639414,1644392
07/01/2017,A,514092,488429,1002521
11/02/2009,W,1099218,681759,1780977
04/26/2017,W,838762,757859,1596621
07/08/2022,W,414527,323371,737898
07/22/2007,U,480317,266827,747144
05/17/2004,W,961334,567520,1528854
04/16/2010,W,1005953,706984,1712937
04/16/2015,W,890058,791213,1681271
08/25/2016,W,775862,737801,1513663
05/02/2003,W,1039212,616460,1655672
08/22/2018,W,747818,711067,1458885
01/21/2016,W,873177,766262,1639439
04/13/2020,W,199679,79074,278753
04/14/2008,W,1088485,635754,1724239
02/13/2024,W,598961,395880,994841
05/09/2009,A,674760,343099,1017859
05/29/2008,W,1090598,653634,1744232
10/03/2018,W,910415,829500,1739915
03/01/2009,U,385236,219552,604788
09/11/2015,W,924272,872323,1796595
03/18/2005,W,1017219,593449,1610668
09/02/2003,W,1025978,648864,1674842
03/03/2012,A,624519,416704,1041223
01/23/2006,W,976988,626292,1603280
02/06/2006,W,986048,612106,1598154
04/01/2015,W,974353,784085,1758438
11/23/2009,W,1073100,665885,1738985
12/30/2022,W,364899,243067,607966
10/21/2009,W,1110910,714863,1825773
08/05/2013,W,885007,688747,1573754
05/11/2015,W,869148,743353,1612501
11/08/2009,U,512125,297504,809629
10/18/2007,W,1056395,666975,1723370
11/09/2024,A,391070,288855,679925
09/11/2020,W,323815,172643,496458
04/26/2016,W,862743,782134,1644877
07/07/2003,W,852771,569437,1422208
10/13/2020,W,334145,170998,505143
09/12/2024,W,637736,454382,1092118
12/02/2013,W,966367,745892,1712259
08/06/2012,W,930469,718004,1648473
12/17/2004,W,978842,572764,1551606
12/26/2011,U,463630,297972,761602
01/12/2012,W,950402,715474,1665876
06/08/2011,W,1027909,731488,1759397
07/22/2001,U,379766,200473,580239
04/08/2024,W,560623,352426,913049
09/09/2017,A,511569,488232,999801
04/07/2020,W,202629,90824,293453
10/17/2011,W,1060560,752887,1813447
10/15/2020,W,323424,172888,496312
02/11/2006,A,601208,327796,929004
03/02/2021,W,308998,156140,465138
12/10/2007,W,1036018,597674,1633692
06/06/2009,A,676207,368951,1045158
04/16/2009,W,1082379,692868,1775247
01/01/2006,U,287126,203291,490417
08/06/2015,W,825012,795399,1620411
03/30/2009,W,1044468,628992,1673460
12/19/2007,W,1027855,587683,1615538
05/28/2014,W,905284,751880,1657164
03/28/2007,W,981180,608639,1589819
04/01/2010,W,949879,673448,1623327
05/13/2009,W,979697,640084,1619781
04/09/2007,W,1002171,601020,1603191
05/17/2022,W,479630,337079,816709
03/28/2013,W,893443,679530,1572973
07/25/2007,W,939278,626658,1565936
05/06/2017,A,502922,460695,963617
06/26/2003,W,833307,600660,1433967
12/28/2002,A,528087,236606,764693
08/10/2024,A,429880,355517,785397
11/20/2003,W,1006072,638332,1644404
03/24/2008,W,1001268,570762,1572030
03/28/2023,W,521594,365749,887343
01/24/2005,W,957377,580140,1537517
08/28/2003,W,857707,578781,1436488
09/21/2004,W,1050001,632360,1682361
03/28/2021,U,171037,101679,272716
08/16/2019,W,699501,675393,1374894
09/26/2001,W,1028542,639258,1667800
03/02/2009,W,866001,570796,1436797
09/03/2024,W,654167,437190,1091357
04/22/2003,W,964240,617403,1581643
08/04/2021,W,401665,271469,673134
12/11/2005,U,384544,223869,608413
06/15/2014,U,410273,388603,798876
07/05/2009,U,507244,364973,872217
08/28/2016,U,395954,343853,739807
11/27/2019,W,669245,576379,1245624
03/24/2005,W,848267,544242,1392509
08/25/2006,W,895640,645738,1541378
01/03/2019,W,664442,627781,1292223
08/06/2010,W,947220,791899,1739119
06/22/2007,W,915690,623048,1538738
06/29/2012,W,925177,734451,1659628
09/13/2013,W,1036536,803298,1839834
09/02/2020,W,335025,167989,503014
08/23/2024,W,519640,368235,887875
06/14/2001,W,891710,602538,1494248
09/16/2006,A,651694,421692,1073386
04/12/2003,A,602670,321354,924024
04/01/2002,W,971162,566861,1538023
07/25/2010,U,472911,351173,824084
04/04/2010,U,400341,234963,635304
11/07/2024,W,644506,450680,1095186
04/25/2001,W,977794,609447,1587241
01/22/2016,W,841282,745168,1586450
05/05/2010,W,1033684,692081,1725765
02/06/2004,W,937566,572957,1510523
02/26/2010,W,999789,649111,1648900
03/08/2006,W,982979,623290,1606269
08/23/2014,A,517416,459047,976463
04/03/2018,W,816056,720417,1536473
06/15/2023,W,482965,398441,881406
07/09/2006,U,443095,313512,756607
04/22/2022,W,414144,295319,709463
12/05/2022,W,473036,301290,774326
07/21/2003,W,883219,578363,1461582
03/29/2016,W,891134,766072,1657206
03/27/2007,W,1010067,606509,1616576
05/20/2005,W,1028933,625628,1654561
11/25/2017,A,425522,369396,794918
01/15/2022,A,201975,153357,355332
08/01/2019,W,763703,795333,1559036
12/14/2014,U,418122,357042,775164
02/03/2021,W,315672,152303,467975
01/22/2024,W,518106,336751,854857
07/16/2004,W,898626,610788,1509414
05/08/2016,U,393146,357946,751092
03/25/2021,W,316190,168278,484468
11/26/2003,W,930556,579257,1509813
10/01/2010,W,1095244,742857,1838101
07/07/2008,W,990782,608485,1599267
04/29/2019,W,729815,673476,1403291
08/15/2016,W,718167,688590,1406757
11/04/2023,A,401704,280222,681926
10/18/2005,W,1071110,669214,1740324
03/01/2002,W,973482,593596,1567078
10/23/2013,W,993612,797121,1790733
01/01/2022,A,115581,116473,232054
03/13/2019,W,785256,727150,1512406
09/30/2013,W,1007775,765034,1772809
04/17/2002,W,892185,593532,1485717
08/12/2020,W,313739,146680,460419
11/21/2008,W,1087614,657879,1745493
12/02/2010,W,1008349,688764,1697113
09/27/2004,W,1027685,636750,1664435
09/01/2019,U,379610,357032,736642
10/16/2014,W,959217,848014,1807231
10/27/2020,W,299100,158973,458073
11/15/2010,W,1013081,704470,1717551
04/09/2018,W,773663,708735,1482398
01/31/2019,W,282336,243912,526248
09/29/2017,W,898739,811721,1710460
01/23/2011,U,375396,253697,629093
04/29/2020,W,205453,74942,280395
11/24/2006,W,628700,393228,1021928
07/17/2001,W,920250,625940,1546190
04/15/2022,W,367610,276605,644215
08/01/2017,W,789859,773470,1563329
07/15/2024,W,514909,360359,875268
01/23/2019,W,764136,718899,1483035
11/14/2009,A,694924,410234,1105158
05/12/2005,W,976440,605243,1581683
12/03/2023,U,268845,172945,441790
11/23/2020,W,283365,138635,422000
01/05/2023,W,384238,292708,676946
02/01/2014,A,497989,405961,903950
09/21/2018,W,829287,806274,1635561
04/29/2008,W,1091930,652034,1743964
01/25/2006,W,980770,634664,1615434
11/18/2001,U,414683,201199,615882
04/24/2015,W,912926,782626,1695552
07/16/2022,A,306271,295499,601770
12/12/2011,W,988026,673314,1661340
10/08/2010,W,1060557,753053,1813610
01/09/2020,W,758063,679244,1437307
04/20/2022,W,453943,322677,776620
10/06/2015,W,967808,831137,1798945
03/28/2009,A,582316,331568,913884
09/09/2011,W,1049654,754824,1804478
07/27/2016,W,789537,831925,1621462
04/13/2019,A,473087,417501,890588
11/02/2017,W,864434,794788,1659222
09/23/2024,W,613582,407176,1020758
06/01/2022,W,496766,346924,843690
02/08/2006,W,977974,629155,1607129
03/30/2001,W,978244,590403,1568647
02/10/2012,W,982329,715473,1697802
08/08/2013,W,912994,702001,1614995
02/28/2003,W,1011530,597504,1609034
09/07/2014,U,427686,395246,822932
06/18/2004,W,945720,600582,1546302
03/27/2008,W,986130,588572,1574702
08/27/2024,W,583649,409119,992768
02/19/2011,A,675487,431010,1106497
09/21/2014,U,417931,387673,805604
10/30/2010,A,653147,447410,1100557
03/25/2016,W,722960,650870,1373830
10/29/2007,W,1049394,639837,1689231
06/18/2002,W,996706,619540,1616246
02/07/2020,W,778480,676805,1455285
11/16/2024,A,399551,316374,715925
10/29/2020,W,304342,165360,469702
07/17/2016,U,372190,409174,781364
12/10/2019,W,770888,697269,1468157
09/15/2006,W,1060398,729995,1790393
11/08/2007,W,1058758,663386,1722144
04/22/2018,U,348195,294515,642710
04/22/2009,W,1040599,679753,1720352
04/03/2004,A,633629,304787,938416
07/14/2011,W,963077,746693,1709770
01/12/2001,W,1018985,605252,1624237
06/11/2012,W,985578,726731,1712309
04/10/2013,W,960903,717466,1678369
12/19/2012,W,965895,691879,1657774
06/16/2023,W,453530,361553,815083
01/23/2004,W,903734,550366,1454100
02/12/2010,W,886702,608456,1495158
12/18/2019,W,734493,658439,1392932
